name                                                                                             ,category ,location                  ,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,visitors ,image ,latitude ,longitude
Kantor Kodim 0505                                                                                ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-621.075 ,  106.852
Gedung Joang 1945                                                                                ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-618.609 ,  106.837
Gedung Fakultas Kedokteran Universitas Indonesia                                                 ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-619.498 ,  106.849
Gedung Candranaya                                                                                ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-614.721 ,  106.816
Museum Keramik dan Seni Rupa                                                                     ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-613.425 ,  106.812
Museum Fatahillah                                                                                ,Bangunan ,Kota Adm. Jakarta Barat   ,Museum Sejarah Jakarta pada mulanya digunakan sebagai gedung Balaikota (Stadhuis). Gedung này merupakan gedung Balaikota kedua yang dibangun pada masa pemerintahan VOC di Batavia.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,       0 ,      ,-613.521 ,  106.813
Museum Tekstil                                                                                   ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-618.817 ,  106.81
Masjid Jami Annawir                                                                              ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-613.663 ,  106.803
Masjid Jami Al Anshor                                                                            ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-613.899 ,  106.807
Masjid Jami Tambora                                                                              ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-614.561 ,  106.811
Gereja Imanuel                                                                                   ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.672 ,  106.832
Museum Perumusan Naskah Proklamasi                                                               ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-620.036 ,  106.831
Gedung Arsip Nasional                                                                            ,Bangunan ,Kota Adm. Jakarta Barat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-615.379 ,  106.817
Masjid Al Makmur                                                                                 ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-619.113 ,  106.843
Gedung Kantor Pos dan Giro Pasar Baru                                                            ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-61.679  ,  106.835
Gedung Kesenian                                                                                  ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.635 ,  106.835
Gedung Istana Merdeka                                                                            ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.037 ,  106.824
Gedung Istana Negara                                                                             ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.817 ,  106.824
Gedung Bank Tabungan Negara                                                                      ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.712 ,  106.82
Gedung Gereja Kathedral                                                                          ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.927 ,  106.833
Gedung Bekas Kantor Direktorat Jenderal Kebudayaan                                               ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-619.734 ,  106.839
Gedung Eks. Jaya Gas                                                                             ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-61.766  ,  106.841
Jembatan Harmoni dan Patung Perunggu Dewa Hermus                                                 ,Struktur ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-61.675  ,  106.821
Pasar Ikan Heksagon                                                                              ,Bangunan ,Kota Adm. Jakarta Utara   ,Bangunan memiliki langgam arsitektur indis ekletik. Bangunan menggunakan dinding bahan bata khas kolonial dengan atap perisai susun khas arsitektur lokal dengan stuktur bangunan dari balok kayu.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,       0 ,      ,-612.565 ,  106.808
Gedung Sumpah Pemuda                                                                             ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-61.838  ,  106.843
Gedung Kebangkitan Nasional                                                                      ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.836 ,  106.838
Gedung Pancasila                                                                                 ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-626.556 ,  106.863
Gedung BP 7 (Gedung Garuda)                                                                      ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.505 ,  106.832
Museum Muhammad Husni Thamrin                                                                    ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-619.389 ,  106.846
Gereja Kristen Indonesia                                                                         ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-618.157 ,  106.839
Gedung Balai Seni (Wisma Seni)                                                                   ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.838 ,  106.833
Gedung Perpustakaan Republik Indonesia                                                           ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-618.111 ,  106.827
Gedung Perusahaan Listrik Negara                                                                 ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-618.056 ,  106.832
Gedung ex Ditjen Perhubungan Laut                                                                ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-6.175   ,  106.831
Lapangan Merdeka dan Monumen Nasional                                                            ,Struktur ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.361 ,  106.827
Museum Taman Prasasti                                                                            ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.222 ,  106.819
Gedung SMU Budi Utomo                                                                            ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-61.669  ,  106.838
Gedung SMK Budi Utomo                                                                            ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.716 ,  106.837
Gedung Mahkamah Agung (eks)                                                                      ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.833 ,  106.837
Gedung Departemen Keuangan RI                                                                    ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-616.917 ,  106.837
Masjid Istiqlal                                                                                  ,Bangunan ,Kota Adm. Jakarta Pusat   ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-617.059 ,  106.831
