name,category,location,description,visitors,image,latitude,longitude
Gereja Zeboath,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.59791,106.794
Gedung SMA YZ-A2 Bogor,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.58752,106.784
Gedung SMP Negeri 2 Bogor,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.59262,106.793
Gedung SMA-SMP Negeri 1 Bogor,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.59738,106.793
Stasiun Kereta Api Bogor,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.59433,106.791
Rumah Sakit Salak,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.59175,106.797
Rumah Panti Asuhan Bina Harapan,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.5905,106.797
Hotel Salak,Bangunan,"Kota Bogor, Prov. Jawa Barat",-,0,,-6.59465,106.794
Observatorium Bosscha,Bangunan,"Kab. Bandung Barat, Prov. Jawa Barat",-,0,,-6.82451,107.616
Gedung Karesidenan Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.70806,108.556
Gedung Balaikota Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71222,108.562
Rumah Dinas Bupati Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.73444,108.566
Menara Air Perujakan,Struktur,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.7197,108.56
Gedung SMP Negeri I Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71333,108.565
Gedung SMP Negeri 14 Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.7204,108.571
Kantor PT. Pos Indonesia Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71965,108.572
Petilasan Pangeran Drajad,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.73611,108.572
Situs Makam Syekh Maghribi,Situs,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72275,108.565
Situs Kejawanan,Situs,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.73487,108.579
Petilasan Kalijaga,Situs,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.75806,108.552
Masjid Merah Panjunan,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71753,108.566
Gedung Bank Mandiri Cabang Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71819,108.57
Gedung PT. Cipta Niaga Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.7202,108.572
Gedung Bank Indonesia Cabang Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71917,108.572
Gedung PT. British American Tobaccos,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71909,108.57
Gedung Bunder Kebumen,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72023,108.571
Gereja Kristen Pasundan Jemaat Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72032,108.572
Gereja Santo Yusuf Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72184,108.572
Lembaga Pemasyarakatan Kelas I Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72795,108.558
Kompleks Gedung Pamitran,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.7135,108.561
Rumah Sakit Umum Daerah Gunung Jati Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.73105,108.556
Kelenteng Dewi Welas Asih,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71791,108.57
Kelenteng Talang (Soeh Boen Pang Gie Soe),Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71982,108.569
Stasiun Kereta Api Kejaksan Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.70833,108.559
Stasiun Kereta Api Perujakan,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72111,108.564
Kelenteng Pemancar Keselamatan,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.70639,108.577
Gedung SMP Negeri 16 Cirebon,Bangunan,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.72053,108.571
Situs Pedati Gede,Situs,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.71818,108.561
Makam Pangeran Sipat Lurung,Situs,"Kota Cirebon, Prov. Jawa Barat",-,0,,-6.735,108.573
Rumah Dr. Toki Syamsudin,Bangunan,"Kab. Cianjur, Prov. Jawa Barat",-,0,,-6.82243,107.143
Istana Cipanas,Bangunan,"Kab. Cianjur, Prov. Jawa Barat",-,0,,-6.73354,107.041
Bendungan Walahar,Struktur,"Kab. Karawang, Prov. Jawa Barat",-,0,,-6.3834,107.361
Gedung Blenong,Bangunan,"Kab. Bogor, Prov. Jawa Barat",-,0,,-6.64957,106.755
Rumah Tinggal Song Beng Tjoeij,Bangunan,"Kab. Bogor, Prov. Jawa Barat",-,0,,-6.5415,106.695
Gedung Eks. Asisten Residen Indramayu,Bangunan,"Kab. Indramayu, Prov. Jawa Barat",-,0,,-6.32275,108.319
Asrama Kodim 0616 Indramayu,Bangunan,"Kab. Indramayu, Prov. Jawa Barat",-,0,,-6.32338,108.319
Kantor Kodam III/Siliwangi,Bangunan,"Kab. Purwakarta, Prov. Jawa Barat",-,0,,-6.55314,107.446
Masjid Agung Demak,Bangunan,"Kab. Demak, Prov. Jawa Tengah",-,0,,-6.89473,110.637
Makam Ki Padmosusastro,Situs,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.57416,110.809
Daerah Sangiran,Kawasan,"Kab. Sragen, Prov. Jawa Tengah",-,0,,-7.45575,110.834
Candi Borobudur,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.60792,110.204
Candi Mendut,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.60478,110.23
Candi Pawon,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.60615,110.22
Candi Ngawen,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.60408,110.272
Candi Plaosan,Struktur,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.74054,110.505
Candi Sewu,Struktur,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.74393,110.493
Kawasan Sangiran,Kawasan,"Kab. Karanganyar, Prov. Jawa Tengah",-,0,,-7.46361,110.816
Makam dan Masjid Mantingan,Situs,"Kab. Jepara, Prov. Jawa Tengah",-,0,,-6.61943,110.669
Makam dan Masjid Gala,Situs,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.78162,110.633
Makam dan Santren,Situs,"Kab. Purworejo, Prov. Jawa Tengah",-,0,,-7.82907,110.029
Masjid Agung Surakarta,Bangunan,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.57451,110.827
Masjid Agung Banyumas,Bangunan,"Kab. Banyumas, Prov. Jawa Tengah",-,0,,-7.51652,109.293
Pasar Johar,Bangunan,"Kota Semarang, Prov. Jawa Tengah",-,0,,-6.97196,110.424
Kawasan Laweyan,Kawasan,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.56955,110.796
Candi Asu,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.52742,110.352
Candi Pendem,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.52567,110.352
Keraton Kasunanan Surakarta Hadiningrat,Bangunan,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.57753,110.828
Kompleks Masjid Ciptomulyo,Bangunan,"Kab. Boyolali, Prov. Jawa Tengah",-,0,,-7.55071,110.675
Umbul Pengging,Bangunan,"Kab. Boyolali, Prov. Jawa Tengah",-,0,,-7.55328,110.676
Kompleks Petirtaan Cabean Kunti,Bangunan,"Kab. Boyolali, Prov. Jawa Tengah",-,0,,-7.50328,110.539
Situs Menggung,Situs,"Kab. Karanganyar, Prov. Jawa Tengah",-,0,,-7.67169,111.13
Candi Sukuh,Struktur,"Kab. Karanganyar, Prov. Jawa Tengah",-,0,,-7.6273,111.132
Situs Candi Cetho,Situs,"Kab. Karanganyar, Prov. Jawa Tengah",-,0,,-7.59577,111.158
Candi Merak,Struktur,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.6697,110.553
Candi Gunungsari,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.60217,110.283
Candi Retno,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.43374,110.246
Candi Klero (Tengaran),Struktur,"Kab. Semarang, Prov. Jawa Tengah",-,0,,-7.4125,110.524
Kompleks Percandian Gedongsongo,Struktur,"Kab. Semarang, Prov. Jawa Tengah",-,0,,-7.20816,110.342
Pesanggrahan Langenharjo,Bangunan,"Kab. Sukoharjo, Prov. Jawa Tengah",-,0,,-7.6163,110.813
Gereja Blenduk (GPIB Imanuel),Bangunan,"Kota Semarang, Prov. Jawa Tengah",-,0,,-6.96809,110.428
Kompleks Makam Bayat,Situs,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.78094,110.633
Masjid dan Makam Majasem,Situs,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.73203,110.571
Kelenteng Tay Kak Sie,Bangunan,"Kota Semarang, Prov. Jawa Tengah",-,0,,-6.9741,110.428
Pg. Gondang Baru,Bangunan,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.72076,110.563
Kompleks RSUD RAA Soewondo Pati,Bangunan,"Kab. Pati, Prov. Jawa Tengah",-,0,,-6.7389,111.043
Museum Kereta Api Ambarawa,Bangunan,"Kab. Semarang, Prov. Jawa Tengah",-,0,,-7.26542,110.401
Candi Lawang,Struktur,"Kab. Boyolali, Prov. Jawa Tengah",-,0,,-7.52338,110.52
Masjid Loano,Bangunan,"Kab. Purworejo, Prov. Jawa Tengah",-,0,,-7.67129,110.047
Gereja Kyai Sadrah,Bangunan,"Kab. Purworejo, Prov. Jawa Tengah",-,0,,-7.77237,109.864
Rumah Sakit Jiwa Prof. Dr. Soeroyo,Bangunan,"Kota Magelang, Prov. Jawa Tengah",Mulai dibangun pada tahun 1916 dengan nama krankzinningengesticht pada tahun 1923 mulai digunakan. Info lengkapnya di http://rsjsoerojo.co.id/sejarah-singkat/;,0,,-7.44142,110.219
Stasiun Tawang,Bangunan,"Kota Semarang, Prov. Jawa Tengah",-,0,,-6.96621,110.426
Kompleks Stasiun Jebres,Bangunan,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.56236,110.839
Masjid Sunan Geseng,Bangunan,"Kab. Purworejo, Prov. Jawa Tengah",-,0,,-7.82897,110.024
Candi Ngempon/Candi Muncul,Struktur,"Kab. Semarang, Prov. Jawa Tengah",-,0,,-7.19433,110.439
Masjid Layur/Masjid Menara,Bangunan,"Kota Semarang, Prov. Jawa Tengah",-,0,,-6.96638,110.422
Masjid Kauman Jatirejo/Masjid Suruh,Bangunan,"Kab. Semarang, Prov. Jawa Tengah",-,0,,-7.37892,110.572
Benteng Van Der Wijck,Bangunan,"Kab. Kebumen, Prov. Jawa Tengah",-,0,,-7.59932,109.518
Monumen Pers Nasional,Bangunan,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.56498,110.818
SMP Negeri 1 Purbalingga,Bangunan,"Kab. Purbalingga, Prov. Jawa Tengah",-,0,,-7.3902,109.363
Candi Sari,Struktur,"Kab. Boyolali, Prov. Jawa Tengah",-,0,,-7.5278,110.512
Perahu Kuno Rembang,Benda,"Kab. Rembang, Prov. Jawa Tengah",-,0,,-6.69619,111.408
Candi Sojiwan,Struktur,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.76107,110.496
Candi Umbul atau Candi Panas,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.35962,110.297
Kompleks Fransiscan Xaverius,Bangunan,"Kota Semarang, Prov. Jawa Tengah",-,0,,-6.97671,110.429
Situs Plaggatan,Situs,"Kab. Karanganyar, Prov. Jawa Tengah",-,0,,-7.63528,111.133
Masjid Darusalam,Bangunan,"Kab. Banyumas, Prov. Jawa Tengah",-,0,,-7.35341,109.084
Masjid Kajoran,Bangunan,"Kab. Klaten, Prov. Jawa Tengah",-,0,,-7.75245,110.599
Pabrik Gula Tasik Madu,Bangunan,"Kab. Karanganyar, Prov. Jawa Tengah",-,0,,-7.577,110.93
Benteng Pendem,Bangunan,"Kab. Cilacap, Prov. Jawa Tengah",-,0,,-7.749,109.018
Pendopo Notobratan Kadilangu,Bangunan,"Kab. Demak, Prov. Jawa Tengah",-,0,,-6.9,110.649
Benteng Vastenburg,Bangunan,"Kota Surakarta, Prov. Jawa Tengah",-,0,,-7.57202,110.831
Candi Selogriyo,Struktur,"Kab. Magelang, Prov. Jawa Tengah",-,0,,-7.42459,110.168
Candi Panataran,Struktur,"Kab. Blitar, Prov. Jawa Timur",-,0,,-8.01641,112.21
Candi Jabung,Struktur,"Kab. Probolinggo, Prov. Jawa Timur",-,0,,-7.735,113.472
Candi Jawi,Struktur,"Kab. Pasuruan, Prov. Jawa Timur",-,0,,-7.66255,112.67
Candi Badut,Struktur,"Kab. Malang, Prov. Jawa Timur",-,0,,-7.95781,112.599
Candi Singosari,Struktur,"Kab. Malang, Prov. Jawa Timur",-,0,,-7.88775,112.664
Candi Kidal,Struktur,"Kab. Malang, Prov. Jawa Timur",-,0,,-8.02577,112.709
Candi Jago,Struktur,"Kab. Malang, Prov. Jawa Timur",-,0,,-8.00583,112.764
Kompleks Trowulan: Gapura Bajangratu,Kawasan,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.56771,112.399
Kompleks Trowulan: Candi Brahu,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.54299,112.374
Kompleks Trowulan: Candi Tikus,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.57174,112.404
Kompleks Trowulan: Candi Wringin Lawang,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.54202,112.391
Kompleks Trowulan: Kolam Segaran,Kawasan,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.55778,112.383
Kompleks Trowulan: Candi Gentong I dan II,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.54356,112.378
Kompleks Trowulan:  Candi Minak Jinggo,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.55835,112.386
Kompleks Trowulan: Candi Kedaton,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.57049,112.379
Kompleks Trowulan: Umpak Sentono Rejo,Kawasan,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.57008,112.379
Rumah/Markas Gerilya Angkatan Perang Republik Indonesia (APRI) Panglima Besar Jenderal Soedirman,Bangunan,"Kab. Pacitan, Prov. Jawa Timur",-,0,,-7.93608,111.175
Gereja Jemaat Immanuel Kediri,Bangunan,"Kota Kediri, Prov. Jawa Timur",-,0,,-7.8119,112.004
Kantor Gubernur Provinsi Jawa Timur,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.24582,112.739
Gedung Grahadi,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.26288,112.743
Balaikota Surabaya,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.25918,112.747
Hotel Majapahit,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.26024,112.74
Gedung PTPN,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.23804,112.735
Gedung RRI Surabaya,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.26553,112.748
Kantor Pos Besar Surabaya,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.24284,112.737
Balai Pemuda,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.26386,112.745
Gedung NIAS/ Fakultas Kedokteran Universitas Airlangga,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.2652,112.759
Rumah Sakit Darmo,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.28747,112.739
Stasiun Kereta Api Semut Surabaya,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.24288,112.744
Petirtaan Songgoriti,Struktur,"Kota Batu, Prov. Jawa Timur",-,0,,-7.86717,112.493
Stupa Sumberawan,Benda,"Kab. Malang, Prov. Jawa Timur",-,0,,-7.85533,112.645
Petirtaan Watugede,Struktur,"Kab. Malang, Prov. Jawa Timur",-,0,,-7.89765,112.669
Kompleks Makam Sunan Giri,Situs,"Kab. Gresik, Prov. Jawa Timur",-,0,,-7.16892,112.631
Kompleks Makam Sunan Prapen,Situs,"Kab. Gresik, Prov. Jawa Timur",-,0,,-7.16769,112.628
Kompleks Makam Leran,Situs,"Kab. Gresik, Prov. Jawa Timur",-,0,,-7.11992,112.595
Makam Sunan Drajat,Situs,"Kab. Lamongan, Prov. Jawa Timur",-,0,,-6.88426,112.389
Makam Sendang Duwur,Situs,"Kab. Lamongan, Prov. Jawa Timur",-,0,,-6.89547,112.347
Kompleks Makam Sunan Bonang,Situs,"Kab. Tuban, Prov. Jawa Timur",-,0,,-6.89462,112.063
Petirtaan Panataran,Struktur,"Kab. Blitar, Prov. Jawa Timur",-,0,,-8.01702,112.21
Petirtaan Jolotundo,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.60669,112.59
Candi/Gapura Jedong,Struktur,"Kab. Mojokerto, Prov. Jawa Timur",-,0,,-7.58,112.613
Balai Sahabat,Bangunan,"Kota Surabaya, Prov. Jawa Timur",-,0,,-7.2564,112.739
Gereja Tua Sejiram,Bangunan,"Kab. Kapuas Hulu, Prov. Kalimantan Barat",-,0,,0.428632,111.996
Keraton Pakunegara Tayan,Bangunan,"Kab. Sanggau, Prov. Kalimantan Barat",-,0,,-0.037851,110.119
Keraton Surya Negara Sanggau,Bangunan,"Kab. Sanggau, Prov. Kalimantan Barat",-,0,,0.122118,110.605
Istana Al Mukkaramah Kesultanan Sintang,Bangunan,"Kab. Sintang, Prov. Kalimantan Barat",-,0,,0.082071,111.49
Istana Qadriyah Kesultanan Pontianak,Bangunan,"Kota Pontianak, Prov. Kalimantan Barat",-,0,,-0.028753,109.35
Keraton Kerajaan Landak,Bangunan,"Kab. Landak, Prov. Kalimantan Barat",-,0,,0.39678,109.956
Keraton Mempawah,Bangunan,"Kab. Mempawah, Prov. Kalimantan Barat",-,0,,0.37099,108.961
Masjid Jami Kesultanan Pontianak,Bangunan,"Kota Pontianak, Prov. Kalimantan Barat",-,0,,-0.026962,109.348
Masjid Kesultanan Sambas,Bangunan,"Kab. Sambas, Prov. Kalimantan Barat",-,0,,1.36122,109.315
Rumah Adat Bubungan Tinggi Habirau,Bangunan,"Kab. Hulu Sungai Selatan, Prov. Kalimantan Selatan",-,0,,-2.63397,115.096
Kompleks Makam Sultan Suriansyah,Situs,"Kota Banjarmasin, Prov. Kalimantan Selatan",-,0,,-3.29308,114.573
Rumah Tradisional Bubungan Tinggi,Bangunan,"Kab. Banjar, Prov. Kalimantan Selatan",-,0,,-3.37756,114.833
Masjid Sultan Suriansyah,Bangunan,"Kota Banjarmasin, Prov. Kalimantan Selatan",-,0,,-3.29431,114.576
Rumah Adat Banjar Gajah Baliku,Bangunan,"Kab. Banjar, Prov. Kalimantan Selatan",-,0,,-3.3775,114.834
Masjid Al Mukarramah Banua Halat,Bangunan,"Kab. Tapin, Prov. Kalimantan Selatan",-,0,,-2.91323,115.153
Masjid Suada,Bangunan,"Kab. Hulu Sungai Selatan, Prov. Kalimantan Selatan",-,0,,-2.80989,115.218
Masjid Kyai Gede,Bangunan,"Kab. Kotawaringin Barat, Prov. Kalimantan Tengah",-,0,,-2.48575,111.444
Astana Al-Nursari,Bangunan,"Kab. Kotawaringin Barat, Prov. Kalimantan Tengah",-,0,,-2.48577,111.443
Rumah Pangeran Adipati Mangkubumi,Bangunan,"Kab. Kotawaringin Barat, Prov. Kalimantan Tengah",-,0,,-2.67799,111.636
Keraton Sambaliung,Bangunan,"Kab. Berau, Prov. Kalimantan Timur",-,0,,2.16444,117.499
Istana Kutai Tenggarong,Bangunan,"Kab. Kutai Kartanegara, Prov. Kalimantan Timur",-,0,,-0.41325,116.991
Istana Gunung Tabur,Bangunan,"Kab. Berau, Prov. Kalimantan Timur",-,0,,2.15976,117.492
Istana Pasir Balengkong dan Masjid Balengkong,Bangunan,"Kab. Paser, Prov. Kalimantan Timur",-,0,,-1.94788,116.211
Masjid Kasimuddin,Bangunan,"Kab. Bulungan, Prov. Kalimantan Utara",-,0,,2.83007,117.358
Situs Kutai Purba,Situs,"Kab. Kutai Timur, Prov. Kalimantan Timur",-,0,,1.23106,117.743
Masjid Jamik,Bangunan,"Kota Pangkal Pinang, Prov. Kepulauan Bangka Belitung",-,0,,-2.12958,106.112
Gereja Kathedral Santo Yoseph,Bangunan,"Kota Pangkal Pinang, Prov. Kepulauan Bangka Belitung",-,0,,-2.12718,106.117
Eks. Kantor Pusat PN. Timah,Bangunan,"Kab. Bangka Barat, Prov. Kepulauan Bangka Belitung",-,0,,-2.06228,105.166
Wisma Ranggam,Bangunan,"Kab. Bangka Barat, Prov. Kepulauan Bangka Belitung",-,0,,-2.05895,105.163
Pesanggrahan Menumbing,Bangunan,"Kab. Bangka Barat, Prov. Kepulauan Bangka Belitung",-,0,,-2.01692,105.18
Klenteng Kong Fuk Nio,Bangunan,"Kab. Bangka Barat, Prov. Kepulauan Bangka Belitung",-,0,,-2.06684,105.161
Rumah Mayor China,Bangunan,"Kab. Bangka Barat, Prov. Kepulauan Bangka Belitung",-,0,,-2.07012,105.162
Masjid Jami,Bangunan,"Kab. Bangka Barat, Prov. Kepulauan Bangka Belitung",-,0,,-2.06657,105.162
Situs Taman Purbakala Pugungraharjo,Situs,"Kab. Lampung Timur, Prov. Lampung",-,0,,-5.30067,105.571
Situs Megalitik Kebon Tebu/Batu Berak,Situs,"Kab. Lampung Barat, Prov. Lampung",-,0,,-5.05168,104.53
Situs Megalitik Batu Jagur,Situs,"Kab. Lampung Barat, Prov. Lampung",-,0,,-5.06194,104.536
Situs Megalitik Batu Bedil,Situs,"Kab. Tanggamus, Prov. Lampung",-,0,,-5.31094,104.702
Situs Prasasti Batu Bedil,Situs,"Kab. Tanggamus, Prov. Lampung",-,0,,-5.3106,104.701
Situs Megalitik Batu Gajah,Situs,"Kab. Tanggamus, Prov. Lampung",-,0,,-5.3021,104.683
Situs Prasasti Palas Pasemah,Situs,"Kab. Lampung Selatan, Prov. Lampung",-,0,,-5.68333,105.667
Benteng Niew Victoria,Bangunan,"Kota Ambon, Prov. Maluku",-,0,,-3.69165,128.182
Benteng Belgica,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-4.52609,129.899
Benteng Beverwijk,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-3.64545,128.765
Rumah Pengasingan Bung Hatta,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-4.5274,129.9
Rumah Pengasingan Dr. Cipto Mangunkusumo,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-4.52852,129.903
Istana Mini,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-4.52885,129.901
Benteng Nieuw Zeelandia/ Benteng Haruku,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-3.60612,128.417
Benteng Hoorn/Pelauw,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-3.51724,128.473
Situs Gunung Sirimau,Situs,"Kota Ambon, Prov. Maluku",-,0,,-3.71222,128.221
Kubu Pertahanan Air Salobar,Struktur,"Kota Ambon, Prov. Maluku",-,0,,-3.71061,128.154
Kubu Pertahanan Latuhalat,Struktur,"Kota Ambon, Prov. Maluku",-,0,,-3.78546,128.096
Tugu Doland,Struktur,"Kota Ambon, Prov. Maluku",-,0,,-3.70679,128.174
Masjid Tua Djami,Bangunan,"Kota Ambon, Prov. Maluku",-,0,,-3.69755,128.178
Gereja Maranatha,Bangunan,"Kota Ambon, Prov. Maluku",-,0,,-3.69385,128.184
Blook Huis Medelburg,Bangunan,"Kota Ambon, Prov. Maluku",-,0,,-3.63097,128.254
Gereja Tua Menara Imam,Bangunan,"Kota Ambon, Prov. Maluku",-,0,,-3.63021,128.254
Makam Josep Cham,Situs,"Kota Ambon, Prov. Maluku",-,0,,-3.69477,128.189
Gereja Tua,Bangunan,"Kab. Maluku Tengah, Prov. Maluku",-,0,,-3.14626,128.742
Masjid Tua,Bangunan,"Kab. Seram Bagian Timur, Prov. Maluku",-,0,,-3.78145,130.752
,,,,0,,0,0
